"id";"data_inversa";"dia_semana";"horario";"uf";"br";"km";"municipio";"causa_acidente";"tipo_acidente";"classificacao_acidente";"fase_dia";"sentido_via";"condicao_metereologica";"tipo_pista";"tracado_via";"uso_solo";"pessoas";"mortos";"feridos_leves";"feridos_graves";"ilesos";"ignorados";"feridos";"veiculos";"latitude";"longitude";"regional";"delegacia";"uop"
665343;2025-03-05;"quarta-feira";"15:30:00";"BA";324;605;"SIMOES FILHO";"Pedestre andava na pista";"Atropelamento de Pedestre";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Múltipla";"Reta";"Sim";3;0;2;0;0;1;2;2;-12,79681968;-38,40459824;"SPRF-BA";"DEL01-BA";"UOP01-DEL01-BA"
665344;2025-02-09;"domingo";"21:28:00";"PB";101;38;"MAMANGUAPE";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;0;1;0;0;1;1;-6,82073498;-35,13858694;"SPRF-PB";"DEL01-PB";"UOP03-DEL01-PB"
665345;2025-03-05;"quarta-feira";"15:40:00";"SC";101;119,8;"ITAJAI";"Ausência de reação do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta";"Não";2;0;0;1;1;0;1;2;-26,91079334;-48,71282101;"SPRF-SC";"DEL04-SC";"UOP04-DEL04-SC"
665346;2025-03-05;"quarta-feira";"15:50:00";"PR";376;3,7;"MANDAGUARI";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Nublado";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-23,51728066;-51,68528259;"SPRF-PR";"DEL09-PR";"UOP01-DEL09-PR"
665348;2025-03-05;"quarta-feira";"15:40:00";"MG";40;553;"NOVA LIMA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta;Aclive";"Sim";3;0;0;0;3;0;0;2;-20,065076;-43,97971;"SPRF-MG";"DEL01-MG";"UOP02-DEL01-MG"
665349;2025-03-05;"quarta-feira";"16:20:00";"MG";40;702,8;"BARBACENA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";6;0;2;1;3;0;3;2;-21,21583782;-43,74732575;"SPRF-MG";"DEL05-MG";"UOP02-DEL05-MG"
665352;2025-03-05;"quarta-feira";"16:50:00";"PB";101;83;"BAYEUX";"Reação tardia ou ineficiente do condutor";"Engavetamento";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;1;0;2;0;1;3;-7,138758;-34,923892;"SPRF-PB";"DEL01-PB";"UOP01-DEL01-PB"
665353;2025-03-05;"quarta-feira";"16:40:00";"SC";282;4;"SAO JOSE";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta;Declive";"Sim";3;0;2;0;0;1;2;2;-27,59101799;-48,60713124;"SPRF-SC";"DEL01-SC";"UOP01-DEL01-SC"
665354;2025-03-05;"quarta-feira";"16:40:00";"GO";60;71,5;"ABADIANIA";"Ingestão de álcool pelo condutor";"Colisão transversal";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Curva;Retorno Regulamentado";"Não";2;0;0;0;2;0;0;2;-16,2510001;-48,7608563;"SPRF-GO";"DEL02-GO";"UOP01-DEL02-GO"
665355;2025-03-05;"quarta-feira";"16:30:00";"SP";116;103,5;"TAUBATE";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;1;0;1;0;1;2;-23,00004566;-45,49979579;"SPRF-SP";"DEL02-SP";"UOP02-DEL02-SP"
665357;2025-03-05;"quarta-feira";"17:15:00";"RS";116;243;"SAO LEOPOLDO";"Ausência de reação do condutor";"Colisão com objeto";"Com Vítimas Fatais";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Em Obras";"Sim";1;1;0;0;0;0;0;1;-29,7333821;-51,1499119;"SPRF-RS";"DEL01-RS";"UOP02-DEL01-RS"
665359;2025-03-05;"quarta-feira";"14:30:00";"MG";116;229,5;"TEOFILO OTONI";"Condutor Dormindo";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Nublado";"Simples";"Curva";"Não";4;0;4;0;0;0;4;1;-17,482674;-41,4932;"SPRF-MG";"DEL11-MG";"UOP01-DEL11-MG"
665360;2025-03-05;"quarta-feira";"18:00:00";"RS";116;243,9;"SAO LEOPOLDO";"Reação tardia ou ineficiente do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;1;1;0;1;2;-29,73714122;-51,14997268;"SPRF-RS";"DEL01-RS";"UOP02-DEL01-RS"
665361;2025-02-03;"segunda-feira";"17:15:00";"BA";235;350;"JUAZEIRO";"Ausência de reação do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;2;0;1;0;2;2;-9,42503135;-40,50388907;"SPRF-PE";"DEL06-PE";"UOP01-DEL06-PE"
665362;2025-03-05;"quarta-feira";"14:45:00";"PR";277;42,8;"MORRETES";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Crescente";"Nublado";"Dupla";"Reta;Aclive";"Não";4;0;0;0;0;4;0;1;-25,591474;-48,878921;"SPRF-PR";"DEL01-PR";"UOP05-DEL01-PR"
665364;2025-03-05;"quarta-feira";"17:00:00";"RJ";101;472;"ANGRA DOS REIS";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-22,987948;-44,236243;"SPRF-RJ";"DEL03-RJ";"UOP03-DEL03-RJ"
665365;2025-03-05;"quarta-feira";"17:45:00";"PE";232;9;"JABOATAO DOS GUARARAPES";"Frear bruscamente";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";3;0;2;0;1;0;2;2;-8,07933;-34,9839;"SPRF-PE";"DEL01-PE";"UOP01-DEL01-PE"
665367;2025-03-05;"quarta-feira";"18:35:00";"MG";251;449,2;"GRAO MOGOL";"Velocidade Incompatível";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Simples";"Aclive;Curva";"Não";2;0;2;0;0;0;2;2;-16,42676698;-43,28355789;"SPRF-MG";"DEL12-MG";"UOP01-DEL12-MG"
665369;2025-03-05;"quarta-feira";"18:15:00";"RS";290;34,9;"SANTO ANTONIO DA PATRULHA";"Reação tardia ou ineficiente do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";6;0;4;0;2;0;4;1;-29,885278;-50,607222;"SPRF-RS";"DEL03-RS";"UOP01-DEL03-RS"
665373;2025-03-05;"quarta-feira";"19:00:00";"PB";230;151,2;"CAMPINA GRANDE";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta;Aclive";"Sim";2;0;1;0;0;1;1;2;-7,261482;-35,879991;"SPRF-PB";"DEL02-PB";"UOP01-DEL02-PB"
665374;2025-03-05;"quarta-feira";"18:55:00";"MG";116;414,7;"GOVERNADOR VALADARES";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Interseção de Vias";"Não";3;0;2;0;1;0;2;2;-18,88743737;-41,94594307;"SPRF-MG";"DEL06-MG";"UOP01-DEL06-MG"
665375;2025-03-05;"quarta-feira";"19:05:00";"PR";116;211;"RIO NEGRO";"Ausência de reação do condutor";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Retorno Regulamentado;Interseção de Vias";"Não";3;0;1;0;2;0;1;2;-26,10400497;-49,78094312;"SPRF-SC";"DEL06-SC";"UOP01-DEL06-SC"
665376;2025-03-05;"quarta-feira";"15:40:00";"PR";277;720;"FOZ DO IGUACU";"Avarias e/ou desgaste excessivo no pneu";"Saída de leito carroçável";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;2;0;0;0;2;1;-25,5096495;-54,5957471;"SPRF-PR";"DEL05-PR";"UOP03-DEL05-PR"
665378;2025-03-05;"quarta-feira";"17:15:00";"RJ";40;116;"DUQUE DE CAXIAS";"Avarias e/ou desgaste excessivo no pneu";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Anoitecer";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;2;0;0;0;2;1;-22,73375472;-43,28840895;"SPRF-RJ";"DEL01-RJ";"UOP02-DEL01-RJ"
665379;2025-03-05;"quarta-feira";"19:25:00";"CE";222;1,6;"FORTALEZA";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Garoa/Chuvisco";"Dupla";"Reta";"Sim";2;0;0;1;1;0;1;2;-3,7384033;-38,5832042;"SPRF-CE";"DEL01-CE";"UOP01-DEL01-CE"
665380;2025-03-05;"quarta-feira";"19:20:00";"MG";40;646;"CRISTIANO OTONI";"Condutor deixou de manter distância do veículo da frente";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";1;0;1;0;0;0;1;1;-20,7814781;-43,81170273;"SPRF-MG";"DEL05-MG";"UOP02-DEL05-MG"
665381;2025-03-05;"quarta-feira";"12:40:00";"RJ";101;205;"CASIMIRO DE ABREU";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;0;0;1;0;0;1;-22,47571099;-42,19199538;"SPRF-RJ";"DEL08-RJ";"UOP04-DEL08-RJ"
665382;2025-03-05;"quarta-feira";"19:50:00";"RS";290;75;"GRAVATAI";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-29,95564567;-51,01078033;"SPRF-RS";"DEL01-RS";"UOP01-DEL01-RS"
665383;2025-03-05;"quarta-feira";"17:45:00";"GO";20;87,6;"VILA BOA";"Condutor Dormindo";"Colisão com objeto";"Com Vítimas Feridas";"Anoitecer";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";1;0;1;0;0;0;1;1;-15,04043177;-47,06067201;"SPRF-DF";"DEL02-DF";"UOP02-DEL02-DF"
665384;2025-03-05;"quarta-feira";"19:55:00";"RS";158;166,9;"PEJUCARA";"Transitar na contramão";"Colisão transversal";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Não";4;1;1;2;0;0;3;2;-28,409621;-53,542941;"SPRF-RS";"DEL10-RS";"UOP02-DEL10-RS"
665386;2025-03-05;"quarta-feira";"14:40:00";"SC";101;215,5;"PALHOCA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Viaduto";"Sim";2;0;1;0;1;0;1;2;-27,65590613;-48,67818832;"SPRF-SC";"DEL01-SC";"UOP02-DEL01-SC"
665387;2025-03-05;"quarta-feira";"19:20:00";"SC";282;228;"LAGES";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;1;0;0;2;1;-27,79540764;-50,38671255;"SPRF-SC";"DEL05-SC";"UOP02-DEL05-SC"
665388;2025-03-05;"quarta-feira";"19:30:00";"PA";316;55,8;"CASTANHAL";"Pedestre andava na pista";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Garoa/Chuvisco";"Dupla";"Declive";"Sim";2;1;0;0;1;0;0;2;-1,303272;-47,991782;"SPRF-PA";"DEL01-PA";"UOP01-DEL01-PA"
665389;2025-03-05;"quarta-feira";"18:45:00";"RJ";101;403,8;"ITAGUAI";"Pedestre cruzava a pista fora da faixa";"Atropelamento de Pedestre";"Com Vítimas Fatais";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";2;1;0;0;1;0;0;2;-22,85913;-43,789859;"SPRF-RJ";"DEL03-RJ";"UOP01-DEL03-RJ"
665392;2025-03-05;"quarta-feira";"20:40:00";"PR";277;3;"CURITIBA";"Reação tardia ou ineficiente do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;1;0;1;0;1;2;-25,43048256;-49,33419764;"SPRF-PR";"DEL01-PR";"UOP06-DEL01-PR"
665393;2025-03-05;"quarta-feira";"15:20:00";"RJ";101;326;"NITEROI";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;2;0;0;1;2;2;-22,87119307;-43,15489769;"SPRF-RJ";"DEL02-RJ";"UOP01-DEL02-RJ"
665397;2025-03-05;"quarta-feira";"20:26:00";"SC";101;152,3;"PORTO BELO";"Velocidade Incompatível";"Colisão com objeto";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Múltipla";"Interseção de Vias";"Não";1;0;0;0;1;0;0;1;-27,13932;-48,60988;"SPRF-SC";"DEL04-SC";"UOP03-DEL04-SC"
665399;2025-03-05;"quarta-feira";"20:40:00";"RJ";101;266;"SILVA JARDIM";"Condutor deixou de manter distância do veículo da frente";"Colisão traseira";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;0;0;3;0;0;3;-22,671198;-42,510702;"SPRF-RJ";"DEL02-RJ";"UOP03-DEL02-RJ"
665400;2025-03-05;"quarta-feira";"19:00:00";"RO";364;650;"ITAPUA DO OESTE";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Anoitecer";"Decrescente";"Nublado";"Simples";"Reta";"Não";2;0;0;0;1;1;0;1;-9,19105715;-63,19044113;"SPRF-RO";"DEL01-RO";"UOP01-DEL01-RO"
665401;2025-03-05;"quarta-feira";"19:45:00";"RR";401;16;"CANTA";"Iluminação deficiente";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Não";2;0;0;1;0;1;1;2;2,81582142;-60,6027507;"SPRF-RR";"DEL01-RR";"UOP01-DEL01-RR"
665402;2025-03-05;"quarta-feira";"21:30:00";"SC";101;137,8;"BALNEARIO CAMBORIU";"Reação tardia ou ineficiente do condutor";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";1;0;0;1;0;0;1;1;-27,02126;-48,60931;"SPRF-SC";"DEL04-SC";"UOP03-DEL04-SC"
665403;2025-03-05;"quarta-feira";"21:20:00";"RJ";101;533;"PARATY";"Transitar na contramão";"Colisão frontal";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;0;1;1;0;0;2;2;-23,02777588;-44,53967862;"SPRF-RJ";"DEL03-RJ";"UOP03-DEL03-RJ"
665404;2025-03-05;"quarta-feira";"18:00:00";"RJ";393;298;"BARRA MANSA";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-22,5426046;-44,11325097;"SPRF-RJ";"DEL07-RJ";"UOP02-DEL07-RJ"
665405;2025-03-05;"quarta-feira";"21:00:00";"MA";135;24,8;"BACABEIRA";"Condutor Dormindo";"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Declive;Curva";"Não";1;0;0;0;0;1;0;1;-2,765383;-44,36249;"SPRF-MA";"DEL01-MA";"UOP01-DEL01-MA"
665406;2025-03-05;"quarta-feira";"18:15:00";"PI";343;451;"AGUA BRANCA";"Reação tardia ou ineficiente do condutor";"Capotamento";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Garoa/Chuvisco";"Simples";"Reta";"Não";3;0;3;0;0;0;3;1;-5,90599433;-42,67227173;"SPRF-PI";"DEL01-PI";"UOP02-DEL01-PI"
665407;2025-03-05;"quarta-feira";"21:00:00";"RJ";356;44;"ITAPERUNA";"Reação tardia ou ineficiente do condutor";"Colisão traseira";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";7;0;2;0;5;0;2;2;-21,21129954;-41,87850952;"SPRF-RJ";"DEL08-RJ";"UOP03-DEL08-RJ"
665408;2025-03-05;"quarta-feira";"22:00:00";"RJ";101;477;"ANGRA DOS REIS";"Objeto estático sobre o leito carroçável";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Sim";1;0;1;0;0;0;1;1;-22,99843779;-44,26672563;"SPRF-RJ";"DEL03-RJ";"UOP03-DEL03-RJ"
665409;2025-03-05;"quarta-feira";"21:48:00";"PB";101;18;"RIO TINTO";"Demais falhas mecânicas ou elétricas";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;1;-6,64977425;-35,12075257;"SPRF-PB";"DEL01-PB";"UOP03-DEL01-PB"
665410;2025-03-05;"quarta-feira";"19:00:00";"SC";280;33,4;"ARAQUARI";"Acessar a via sem observar a presença dos outros veículos";"Colisão transversal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;1;0;1;0;1;2;-26,426663;-48,788463;"SPRF-SC";"DEL03-SC";"UOP03-DEL03-SC"
665411;2025-03-05;"quarta-feira";"21:30:00";"RJ";101;249;"SILVA JARDIM";"Avarias e/ou desgaste excessivo no pneu";"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";3;0;0;0;3;0;0;1;-22,671198;-42,510702;"SPRF-RJ";"DEL02-RJ";"UOP03-DEL02-RJ"
665412;2025-03-05;"quarta-feira";"19:10:00";"SC";280;58;"GUARAMIRIM";"Manobra de mudança de faixa";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Rotatória";"Não";2;0;1;0;1;0;1;2;-26,47434451;-49,02020032;"SPRF-SC";"DEL03-SC";"UOP03-DEL03-SC"
665414;2025-03-05;"quarta-feira";"22:50:00";"PE";232;74;"GRAVATA";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Chuva";"Dupla";"Reta;Declive";"Não";1;0;1;0;0;0;1;1;-8,197552;-35,524361;"SPRF-PE";"DEL02-PE";"UOP02-DEL02PE"
665415;2025-03-01;"sábado";"18:25:00";"PR";369;129,4;"JATAIZINHO";"Conversão proibida";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta;Interseção de Vias;Declive";"Sim";2;0;0;1;1;0;1;2;-23,25988716;-50,98000646;"SPRF-PR";"DEL07-PR";"UOP01-DEL07-PR"
665416;2025-03-05;"quarta-feira";"21:35:00";"RJ";101;249;"SILVA JARDIM";"Iluminação deficiente";"Colisão com objeto";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Não";6;0;0;4;1;1;4;2;-22,671198;-42,510702;"SPRF-RJ";"DEL02-RJ";"UOP03-DEL02-RJ"
665418;2025-03-06;"quinta-feira";"00:10:00";"SC";101;192,5;"BIGUACU";"Pista Escorregadia";"Tombamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Garoa/Chuvisco";"Múltipla";"Curva";"Não";1;0;1;0;0;0;1;1;-27,48575454;-48,64825487;"SPRF-SC";"DEL01-SC";"UOP01-DEL01-SC"
665419;2025-03-05;"quarta-feira";"23:50:00";"PE";428;186,8;"PETROLINA";"Condutor deixou de manter distância do veículo da frente";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;2;0;0;1;2;2;-9,36718824;-40,48435422;"SPRF-PE";"DEL06-PE";"UOP01-DEL06-PE"
665420;2025-03-06;"quinta-feira";"01:00:00";"PR";277;10;"CURITIBA";"Ingestão de álcool pelo condutor";"Colisão com objeto";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Não";2;0;0;0;2;0;0;1;-25,4509056;-49,250304;"SPRF-PR";"DEL01-PR";"UOP05-DEL01-PR"
665422;2025-03-06;"quinta-feira";"02:00:00";"SP";116;135,5;"SAO JOSE DOS CAMPOS";"Objeto estático sobre o leito carroçável";"Queda de ocupante de veículo";"Com Vítimas Feridas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;1;0;0;0;1;1;-23,14493976;-45,77102041;"SPRF-SP";"DEL02-SP";"UOP01-DEL02-SP"
665424;2025-03-06;"quinta-feira";"01:30:00";"MG";251;427,8;"GRAO MOGOL";"Reação tardia ou ineficiente do condutor";"Saída de leito carroçável";"Com Vítimas Feridas";"Amanhecer";"Decrescente";"Chuva";"Simples";"Curva";"Não";5;0;5;0;0;0;5;1;-16,33690716;-43,13798285;"SPRF-MG";"DEL12-MG";"UOP01-DEL12-MG"
665427;2025-03-06;"quinta-feira";"03:20:00";"SP";116;98,1;"PINDAMONHANGABA";"Ausência de reação do condutor";"Capotamento";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Nublado";"Dupla";"Reta";"Não";29;0;25;4;0;0;29;1;-22,97451486;-45,44837952;"SPRF-SP";"DEL08-SP";"UOP01-DEL08-SP"
665430;2025-03-06;"quinta-feira";"04:30:00";"BA";101;108;"ALAGOINHAS";"Animais na Pista";"Atropelamento de Animal";"Com Vítimas Feridas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Reta";"Sim";1;0;0;1;0;0;1;1;-12,1007;-38,37248;"SPRF-BA";"DEL01-BA";"UOP04-DEL01-BA"
665431;2025-03-06;"quinta-feira";"05:00:00";"PR";277;721;"FOZ DO IGUACU";"Demais falhas mecânicas ou elétricas";"Saída de leito carroçável";"Sem Vítimas";"Plena Noite";"Decrescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;1;-25,4898072;-54,5084393;"SPRF-PR";"DEL05-PR";"UOP03-DEL05-PR"
665435;2025-03-06;"quinta-feira";"02:00:00";"SP";381;86;"SAO PAULO";"Acumulo de areia ou detritos sobre o pavimento";"Colisão transversal";"Sem Vítimas";"Plena Noite";"Crescente";"Céu Claro";"Simples";"Curva";"Sim";2;0;0;0;2;0;0;2;-23,46825029;-46,570943;"SPRF-SP";"DEL03-SP";"UOP01-DEL03-SP"
665438;2025-03-06;"quinta-feira";"07:20:00";"MA";10;319;"ACAILANDIA";"Ultrapassagem Indevida";"Colisão transversal";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Simples";"Reta";"Sim";2;0;0;0;1;1;0;2;-4,954812;-47,504057;"SPRF-MA";"DEL04-MA";"UOP03-DEL04-MA"
665439;2025-03-06;"quinta-feira";"07:35:00";"RS";290;96;"PORTO ALEGRE";"Acessar a via sem observar a presença dos outros veículos";"Colisão lateral mesmo sentido";"Sem Vítimas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";2;0;0;0;2;0;0;2;-29,99512928;-51,21670604;"SPRF-RS";"DEL01-RS";"UOP01-DEL01-RS"
665440;2025-03-06;"quinta-feira";"07:32:00";"PR";277;0,4;"PARANAGUA";"Desrespeitar a preferência no cruzamento";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Interseção de Vias";"Sim";2;0;0;1;1;0;1;2;-25,51722926;-48,54023695;"SPRF-PR";"DEL01-PR";"UOP05-DEL01-PR"
665441;2025-03-06;"quinta-feira";"05:45:00";"PR";163;341;"GUAIRA";"Deficiência do Sistema de Iluminação/Sinalização";"Colisão traseira";"Com Vítimas Fatais";"Plena Noite";"Decrescente";"Céu Claro";"Simples";"Reta";"Não";2;1;0;0;1;0;0;2;-24,12760278;-54,24048901;"SPRF-PR";"DEL06-PR";"UOP01-DEL06-PR"
665442;2025-03-06;"quinta-feira";"07:42:00";"ES";101;276;"SERRA";"Animais na Pista";"Colisão frontal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";2;0;2;0;0;0;2;2;-20,2091426;-40,3077458;"SPRF-ES";"DEL02-ES";"UOP01-DEL02-ES"
665443;2025-03-06;"quinta-feira";"07:30:00";"RN";101;79;"NATAL";"Retorno proibido";"Colisão transversal";"Com Vítimas Feridas";"Pleno dia";"Decrescente";"Sol";"Dupla";"Reta";"Sim";2;0;0;2;0;0;2;2;-5,75340939;-35,28881335;"SPRF-RN";"DEL02-RN";"UOP01-DEL02-RN"
665444;2025-03-06;"quinta-feira";"07:00:00";"CE";116;5;"FORTALEZA";"Ausência de reação do condutor";"Colisão traseira";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Múltipla";"Reta";"Sim";4;0;0;0;3;1;0;3;-3,799958;-38,505031;"SPRF-CE";"DEL01-CE";"UOP02-DEL01-CE"
665446;2025-03-06;"quinta-feira";"08:10:00";"SP";116;215;"GUARULHOS";"Reação tardia ou ineficiente do condutor";"Colisão lateral mesmo sentido";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Múltipla";"Reta";"Sim";2;0;1;0;1;0;1;2;-23,44981672;-46,46113253;"SPRF-SP";"DEL01-SP";"UOP01-DEL01-SP"
665447;2025-03-06;"quinta-feira";"07:55:00";"SP";116;108;"TAUBATE";"Trafegar com motocicleta (ou similar) entre as faixas";"Colisão traseira";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Céu Claro";"Dupla";"Reta";"Sim";3;0;1;1;1;0;2;2;-23,02482305;-45,53996086;"SPRF-SP";"DEL02-SP";"UOP02-DEL02-SP"
665448;2025-03-06;"quinta-feira";"08:16:00";"GO";60;18,9;"ALEXANIA";"Reação tardia ou ineficiente do condutor";"Tombamento";"Com Vítimas Feridas";"Pleno dia";"Crescente";"Sol";"Dupla";"Reta;Aclive";"Não";1;0;1;0;0;0;1;1;-16,116305;-48,392575;"SPRF-DF";"DEL03-DF";"UOP01-DEL03-DF"
665449;2025-03-06;"quinta-feira";"07:45:00";"MG";381;571,8;"ITAGUARA";"Demais falhas mecânicas ou elétricas";"Incêndio";"Sem Vítimas";"Pleno dia";"Decrescente";"Céu Claro";"Dupla";"Reta";"Não";1;0;0;0;1;0;0;1;-20,3941447;-44,49665934;"SPRF-MG";"DEL04-MG";"UOP03-DEL04-MG"
